	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction
JUP	351.312060983167	1.37802321566005	0.282631353337656	4.87569124722601	1.08428088854985e-06	7.45681822423934e-06	up
NDUFA3	144.043637342833	1.12399702784553	0.230539111249019	4.87551557631987	1.08524632213682e-06	7.45980809304514e-06	up
LGALS2	903.765965251529	1.69674029699666	0.348086762868355	4.87447521133793	1.09098082913307e-06	7.49189912805253e-06	up
A1BG	63.2449029561074	1.54973230665883	0.318006583319109	4.87327114578545	1.09765406240236e-06	7.53404450937008e-06	up
FKBP5	2934.16630636025	-1.08229258150743	0.222118964087937	-4.87258071795682	1.1014982883024e-06	7.55674057524007e-06	down
TCEAL1	81.9879594127052	1.16744617649677	0.239675055012482	4.87095403581307	1.11060676486505e-06	7.60246168612069e-06	up
CCDC66	1017.18455482575	1.03703897934752	0.21298570381813	4.86905440485836	1.12133535014616e-06	7.66291250218987e-06	up
MTFP1	236.439562311184	1.57207487158166	0.322957094424519	4.86775147139269	1.12875154024496e-06	7.70610024343053e-06	up
PSMG3	261.746258861795	1.09750417080796	0.22561480060196	4.86450431390018	1.14744004902451e-06	7.822291352637e-06	up
FPGT-TNNI3K	94.9998011714254	1.47152041447334	0.302697513971635	4.86135612798996	1.16584297691836e-06	7.94004589464212e-06	up
TRMT10A	100.639178820611	1.25123837063171	0.257519661561282	4.85880714134891	1.1809509778399e-06	8.02738292818932e-06	up
AMT	84.7073330326453	-1.48485642803203	0.305804547857571	-4.8555733995284	1.20038879122485e-06	8.14768963701002e-06	down
GFER	269.291167474818	1.1988228675704	0.247005370119027	4.85342835660904	1.2134519205329e-06	8.23238110373118e-06	up
SMAP2	10359.1297387748	-1.03948823003847	0.21428059433863	-4.85106098033195	1.22802779304885e-06	8.32724876357343e-06	down
OVGP1	69.9883147115933	-1.37368109843276	0.283218847688509	-4.85024605404639	1.23308413071483e-06	8.35493417582245e-06	down
TLE3	3151.64008757828	-1.69589059776309	0.34965292070478	-4.85021144495163	1.23329931100744e-06	8.35493417582245e-06	down
NBL1	32.4557356343325	1.97675130932466	0.407715634804805	4.848357876369	1.24487670395905e-06	8.42118952240249e-06	up
DLG5	214.492765651372	-1.37868735587786	0.284435092327818	-4.84710710128864	1.2527480489893e-06	8.46628813684742e-06	down
CREB3	144.484030805673	1.26700557593271	0.261480518674472	4.84550658823672	1.26289020727227e-06	8.52253847509664e-06	up
TCL1A	472.652864451245	1.90077224070707	0.392569230269324	4.84187779924331	1.2861785629031e-06	8.67553361743229e-06	up
MMD	1082.75525922258	1.35441689030843	0.279798878089147	4.84068020414613	1.29395458431173e-06	8.71543823271202e-06	up
SLC10A3	361.882834913325	1.03129246918226	0.213044148621013	4.84074533779775	1.29353050924599e-06	8.71543823271202e-06	up
FBXO2	41.6928504507046	1.90201125623324	0.392944647475075	4.84040505057113	1.29574754259841e-06	8.72333486892043e-06	up
CDCA4	374.315845150261	1.06054874749494	0.21918903965662	4.83851176663024	1.30814952791275e-06	8.79932066148222e-06	up
FADD	564.257147559117	1.20675903595001	0.249419059667877	4.83827914978474	1.30968114076492e-06	8.80448962014942e-06	up
LENG9	77.3946920766311	1.43698936341707	0.297259723858649	4.83412062947476	1.33735477058388e-06	8.97587133316155e-06	up
WHRN	69.0407197521331	-1.50254737482054	0.31149326261281	-4.82369140897994	1.40925397561774e-06	9.39302187541895e-06	down
ZC3HAV1	1955.52561514113	-1.38044428679212	0.286250809057038	-4.82249916197461	1.41770625558739e-06	9.44488001648906e-06	down
HLA-DPA1	6180.09665493754	1.23353566726879	0.255887022844812	4.82062612458817	1.43108344106795e-06	9.52497155828229e-06	up
RUBCN	705.708233637645	-1.02210810667135	0.21209040813752	-4.8192094854597	1.44128157235213e-06	9.58377249884292e-06	down
CMPK1	1985.86004370897	1.15517210795857	0.239779130903301	4.81765074219252	1.45258342849021e-06	9.64445169175974e-06	up
ELMO1	603.693420929404	-1.12419856293982	0.23334766662451	-4.81769789774167	1.4522402749541e-06	9.64445169175974e-06	down
MAK	220.542081237098	-1.77970317478605	0.369419057624051	-4.81757272143013	1.4531513611117e-06	9.64445169175974e-06	down
PTGIR	238.955362187343	1.31629176582436	0.273254308999381	4.81709426886785	1.45663880899781e-06	9.65847723494441e-06	up
RAD51AP1	41.4901555451458	1.41301846901013	0.293378742923957	4.81636281799864	1.46198592603686e-06	9.68479555245056e-06	up
TMSB4X	51012.490719111	1.19473123667256	0.248162755450775	4.81430517042089	1.47712934066285e-06	9.77129747844599e-06	up
ABCB1	138.771231376893	-1.1640224726841	0.241812954783162	-4.81373081821815	1.48138318195458e-06	9.79482755820109e-06	down
RABL2A	271.039958358349	-1.02075043910775	0.212138971119535	-4.8117063721054	1.49647101997753e-06	9.88528812397751e-06	down
PTRH1	74.6430584334568	1.33834631904361	0.278210064448709	4.81056040045001	1.5050771184045e-06	9.93280237249392e-06	up
TMPRSS5	27.7688084632231	-1.63303689318486	0.339677814702213	-4.80760539105712	1.52748897063587e-06	1.0071253499169e-05	down
FSTL3	74.8759652143549	1.125977079484	0.234235740207695	4.80702508714344	1.5319277360946e-06	1.00957844286366e-05	up
LSM5	136.933700338812	1.25189031987792	0.260458636939413	4.80648418723443	1.53607626327676e-06	1.01136412331997e-05	up
RNF165	28.8977749688691	-2.97045516385226	0.618109401092408	-4.80571102559266	1.54202492046813e-06	1.01450350178153e-05	down
PARPBP	136.063896812762	1.40310776832057	0.292009011290161	4.80501530456654	1.54739668020812e-06	1.01738798567285e-05	up
DPEP2	1635.42463794558	-1.12384530936701	0.23389632475696	-4.80488656901639	1.54839263589897e-06	1.01756686689256e-05	down
EMC2	444.03959666262	1.08711157204081	0.226394785835442	4.80184014852265	1.57214175062647e-06	1.0317271983453e-05	up
CHCHD10	62.706431046428	1.36637114141118	0.284569730900121	4.80153365956816	1.57455035424358e-06	1.03282568033607e-05	up
QTRT1	224.787813383211	1.11920898183654	0.233223193148813	4.79887513212465	1.59559228084831e-06	1.04533052227786e-05	up
SPTLC2	1580.74975995948	-1.42819494204786	0.297654464165817	-4.79816402569471	1.60126626432862e-06	1.04790502223778e-05	down
TIMM10	288.565666651893	1.22067748761823	0.254481628504983	4.79672145604148	1.61283630079491e-06	1.05498556911466e-05	up
CR1	2682.6651296724	-1.75501490553456	0.365954556540413	-4.7957181408691	1.62093066174308e-06	1.05978708428477e-05	down
MPZL3	857.038967628673	-1.59083461670326	0.331798885269221	-4.79457492876283	1.63020125333269e-06	1.06535281348664e-05	down
MSANTD1	49.8515457591205	-1.30897468599753	0.273078536084779	-4.79340011399195	1.63978120728462e-06	1.07111544752788e-05	down
LDHD	59.0981210445204	1.79642604682704	0.374795161258189	4.79308761830445	1.64233853104264e-06	1.07228763264591e-05	up
CRIM1	262.996272470092	-1.1366195942919	0.237156559990522	-4.792697255928	1.64553846633043e-06	1.07337977824626e-05	down
CBX1	380.984170556217	-1.15650316598717	0.241342568624065	-4.79195681300894	1.65162460460857e-06	1.07685004948899e-05	down
RPUSD2	217.685058678143	1.10304809371203	0.23025339670391	4.79058337250274	1.66297105881391e-06	1.08324301083166e-05	up
MGA	2052.77992446671	1.18468555361977	0.247355641645808	4.78940179305123	1.6727924037515e-06	1.08913584157179e-05	up
LEPR	85.5138060128966	1.31458717217544	0.274741732899436	4.78481065945893	1.71148593390679e-06	1.11329744437426e-05	up
SLC2A6	775.586538660679	1.13910095627325	0.238096923357346	4.78419015336724	1.71678101148428e-06	1.11570923155037e-05	up
KBTBD3	182.100343050406	1.25891050352306	0.263429076241072	4.77893526973839	1.76225912722676e-06	1.14157034799201e-05	up
ACP5	510.227961565256	1.33799087976672	0.279993214844809	4.7786546560006	1.76471996653629e-06	1.14263788897285e-05	up
DSE	38.4063358027987	1.9682848507414	0.41190353032681	4.77850930090289	1.76599595453764e-06	1.14293762122171e-05	up
TMA16	201.659723615234	1.01372277213046	0.212263795022359	4.77576862330045	1.79022138417833e-06	1.15701802286872e-05	up
CLIC2	123.974980784293	1.66131197145417	0.348010953266568	4.77373472260125	1.80840555843323e-06	1.16769668970583e-05	up
PEX16	782.066692644882	1.15036155247887	0.240989647487071	4.77348950245086	1.81060991147463e-06	1.16858326563815e-05	up
XRRA1	250.282755252231	-1.42402753836817	0.298341285474977	-4.77314943555678	1.81367114209996e-06	1.17002181021106e-05	down
TRIM47	45.8763341214431	1.77447907255012	0.37215601251925	4.76810534522356	1.85966540872801e-06	1.1985931522462e-05	up
FAM89B	360.185842554489	1.02164306861561	0.21427739054795	4.76785285653828	1.86199692325454e-06	1.19899636968342e-05	up
MLXIP	1519.5871544662	-1.02319902628808	0.214608984321081	-4.76773621349074	1.86307496906808e-06	1.19914124726145e-05	down
PDE4B	58.699295641294	2.39255825140777	0.501914683842544	4.76686243385208	1.87116976526961e-06	1.20380015516681e-05	up
HERC2	1833.32495274538	-1.19864675911931	0.251496905151233	-4.76604973885673	1.87872898966828e-06	1.20755799761166e-05	down
MYL9	472.77867687547	1.88641378678026	0.395850354720166	4.76547201306364	1.88412049816111e-06	1.21046991968239e-05	up
PCYOX1	399.887489110974	-1.3809760973052	0.289799726553392	-4.76527743393427	1.88593971254016e-06	1.21108517766912e-05	down
DHX34	1212.88063969815	-1.42917982804309	0.300017439271516	-4.76365584451805	1.90116651499034e-06	1.2203058311059e-05	down
ECE2	61.2081060003064	1.76172773624428	0.370011201514573	4.76128216938561	1.92366860551336e-06	1.2330601727178e-05	up
PIGX	301.11085132765	-1.29542973546252	0.272073179130327	-4.7613283293977	1.92322858592176e-06	1.2330601727178e-05	down
IER5L	101.384180154615	1.75364171548252	0.368349202860184	4.76081311393024	1.92814535761005e-06	1.23536642169209e-05	up
ITPRIP	2843.54093268161	-1.30349594038034	0.273854853015081	-4.75980588267521	1.93779240690449e-06	1.24098167944676e-05	down
S100Z	231.153356272895	-1.30692250297692	0.274683323903085	-4.75792445062313	1.95593671263369e-06	1.2508918275474e-05	down
CTRC	13.3941903315688	-2.21031097113102	0.464862655806024	-4.75476131180848	1.98681009029678e-06	1.26948133815008e-05	down
GIPC1	452.710911801893	1.21139600721732	0.254932226374178	4.75183551505682	2.01578327802199e-06	1.28682404809968e-05	up
MTBP	197.826781753195	1.07473548535965	0.226322467707927	4.74869108773866	2.04737386368142e-06	1.3040631235661e-05	up
ESAM	153.453729324124	1.64585365880315	0.346627579522961	4.74819014998237	2.0524502611518e-06	1.30651973759208e-05	up
MS4A4A	106.583917201367	1.4396141489376	0.303205476150417	4.74798201937297	2.05456296599739e-06	1.30651973759208e-05	up
UBE2H	1606.17832239816	-1.12530192968742	0.236999571799049	-4.74811798665005	2.05318254465321e-06	1.30651973759208e-05	down
MCOLN2	804.392653127231	-1.35637593516722	0.285676789550819	-4.74793887630811	2.05500116654769e-06	1.30651973759208e-05	down
TMIGD2	186.328821061566	1.7940414531663	0.378213073477142	4.74346758210284	2.10090577258773e-06	1.33449762518146e-05	up
EFCAB7	79.5638658745747	1.4246149607763	0.300670282960518	4.73813024269968	2.15699169374395e-06	1.36826860284109e-05	up
DOHH	103.449801071968	1.23803173388929	0.261539074677703	4.73363964988759	2.20529107838859e-06	1.39701562365518e-05	up
DCAF16	1194.64798038022	-1.07306005846302	0.226727316613384	-4.732822116414	2.21419524275823e-06	1.40139317998435e-05	down
FBRSL1	350.186305769541	-1.20338307713367	0.254317874819107	-4.73180690893087	2.22530043545161e-06	1.40652195238953e-05	down
CHD4	858.305396229981	-1.13388072901373	0.239768009861303	-4.72907428171772	2.25545858657848e-06	1.42302429764514e-05	down
ADGRE5	8517.61795367707	-1.09732492471002	0.232097355096346	-4.72786484040074	2.26893130581535e-06	1.43088234032509e-05	down
VAMP8	1144.37000139335	1.01222222081529	0.21411867593738	4.72738875478249	2.27425588811772e-06	1.43359708606595e-05	up
TRAF3IP1	104.188874230652	-1.24968479799197	0.264380028368691	-4.72685023034047	2.28029325349187e-06	1.43675850579719e-05	down
CASS4	876.164767264078	-1.71301322154539	0.362496418919536	-4.72560039807076	2.29436441038491e-06	1.44497672566222e-05	down
HSD17B13	27.2548550312336	-1.47641182887545	0.312539553636761	-4.72391993811882	2.31341522624918e-06	1.45632233924697e-05	down
MAML3	252.417557693541	-1.44188881066483	0.305337588348959	-4.7222774584076	2.33218218973364e-06	1.46747918715693e-05	down
ABHD14A-ACY1	44.1757103829496	1.52354873396882	0.32272820522351	4.72084159149854	2.34870806987097e-06	1.47721652519804e-05	up
FAH	155.472501717999	1.10547736491703	0.234215280515391	4.71991990652542	2.35937524156406e-06	1.4825989168827e-05	up
CYB5RL	71.6261794425584	-1.07707225139489	0.228268183068863	-4.71845106450932	2.37647115817505e-06	1.49267448929699e-05	down
MRPL34	181.205763853444	1.21896340345425	0.25836534594992	4.71798336178773	2.38193968996305e-06	1.4954410996789e-05	up
EGFL7	27.4868580800022	2.34784695634663	0.497653709487256	4.71783272502012	2.38370355460292e-06	1.49588039585059e-05	up
CEBPZ	1362.36154614478	1.00088821276679	0.212169525460896	4.71739855472911	2.38879444254263e-06	1.49840622395456e-05	up
GRB10	240.470450336132	-1.24839605697984	0.264650495054956	-4.71714990263141	2.39171472583141e-06	1.49956839609037e-05	down
RPS24	3580.07220078162	1.08453828370376	0.229922848203606	4.71696611353456	2.39387543117834e-06	1.49958587059153e-05	up
PTPN22	4291.3943010618	1.26306236709624	0.267804413079077	4.71636128984655	2.4009992433787e-06	1.50307606690103e-05	up
CBR1	296.632120660244	1.09448746432926	0.23208947316545	4.71579968449938	2.40763223547338e-06	1.50618986800397e-05	up
RASSF2	10861.2547473744	-1.09172330030893	0.231709660346985	-4.71160027887521	2.45779103861984e-06	1.53620136193326e-05	down
DMC1	28.773459813001	1.89779748636333	0.402864960934015	4.71075340472256	2.46802716275848e-06	1.54191368119538e-05	up
RNF213	30679.5196473289	-1.43200992531976	0.30401533128637	-4.71032141458307	2.47326435493197e-06	1.54449920201149e-05	down
BORA	283.306437690524	1.05996593806549	0.225081440362	4.70925517608534	2.4862364996872e-06	1.551910589525e-05	up
SPATA1	18.8304988660965	2.11970317202413	0.450314997387596	4.70715651115581	2.51196047250563e-06	1.56657623611409e-05	up
UQCR10	305.584421983029	1.07869734722041	0.229193465521379	4.70649259029501	2.52015141193755e-06	1.57097539665097e-05	up
GAB2	2491.6347073861	-1.46177937047674	0.310792752037428	-4.70338951244496	2.55877592046268e-06	1.59279866776055e-05	down
TMED6	29.6399762443288	-1.93045319953196	0.410444967913319	-4.70331798522537	2.55967289640114e-06	1.59279866776055e-05	down
TFPI	132.924635638927	1.6348293228267	0.347725417679084	4.70149502943579	2.58263552136317e-06	1.60495612395235e-05	up
ZNRD1	366.163290480879	1.1763902078428	0.250276159005778	4.70036863485524	2.5969226947755e-06	1.61312162264513e-05	up
CUX1	2034.39537435059	-1.00598632294836	0.214076406472978	-4.69919287007158	2.61191698796931e-06	1.62171895317512e-05	down
RHD	18.5679907484473	2.67049014374792	0.568489877974428	4.69751572932675	2.63344910246985e-06	1.63178600528136e-05	up
HNRNPM	1602.08698797966	-1.15029981606826	0.244876039395805	-4.69747803381029	2.63393501172612e-06	1.63178600528136e-05	down
SPTSSA	260.17984747844	1.16370579189473	0.24776650362725	4.69678416920093	2.64289456986215e-06	1.63589471459939e-05	up
PRSS21	35.5748646987619	2.30014130847965	0.48993208114645	4.69481668376825	2.66845915690597e-06	1.64953959404693e-05	up
C1QA	174.682729220295	2.73414135438937	0.582410855913417	4.69452333628176	2.67229104868099e-06	1.65118220972786e-05	up
LRRN3	400.131571758382	1.79126501187521	0.381601169184068	4.69407631980073	2.67814041964507e-06	1.65406941471664e-05	up
C2orf81	49.4818274452279	1.60388044942251	0.341719200669759	4.69356256914727	2.68487820781751e-06	1.65677493271689e-05	up
MRPL55	339.166659505515	1.20494759434189	0.25680272416566	4.69211375485486	2.70396700311271e-06	1.66782203434644e-05	up
NUDCD2	178.549977877639	1.34287733694015	0.286290935424965	4.69060375574521	2.72400052123632e-06	1.67944190030785e-05	up
EPB41	74.0323085956438	-1.60176053657684	0.341701536293314	-4.68760121465154	2.76425998062162e-06	1.70276961207704e-05	down
PDZD11	147.601495194248	1.14112064364909	0.243545100909233	4.68545924097393	2.79332885835162e-06	1.71992219719004e-05	up
TIMD4	41.9653525794016	-1.75645994692133	0.375056160928355	-4.68319182538866	2.82441964466939e-06	1.73830415696662e-05	down
CCNE2	45.5623469815755	1.61933280475207	0.345896373607001	4.68155473231968	2.84707358790027e-06	1.74918327906967e-05	up
HYAL2	298.006005240134	1.19446678429126	0.255191890121995	4.6806612221111	2.8595113407853e-06	1.75605727031101e-05	up
NT5DC3	177.691989635792	-1.07921063888067	0.23057415633393	-4.68053599778847	2.86125863595727e-06	1.7563629976267e-05	down
SLC29A3	51.0891366844852	1.06741739873662	0.22811265356672	4.67934321944316	2.877953287547e-06	1.76583978014178e-05	up
ACVRL1	54.6433497137877	1.80399738851936	0.385629548490053	4.67805798487947	2.89604659692497e-06	1.77539149642278e-05	up
PPP1R14A	27.2069286387214	2.4826842352242	0.530735445123616	4.67781878530073	2.89942603170185e-06	1.77647111085509e-05	up
NDUFA2	286.866978910316	1.23085780056363	0.263130056560168	4.67775447873313	2.90033520624061e-06	1.77647111085509e-05	up
SLC25A44	1200.09929444871	-1.14993573570531	0.245960337601556	-4.67528930444123	2.93539512282286e-06	1.79638002792865e-05	down
CFP	2548.50743338233	1.1087943147275	0.237182342229237	4.67486029653864	2.94153790173241e-06	1.79935588706059e-05	up
TBCC	1349.24741935299	1.14230337519608	0.244390957766736	4.67408199400887	2.95271357641493e-06	1.80517379277169e-05	up
XYLT1	917.973115548705	-1.03786349167585	0.222440161488201	-4.66580982828003	3.07403913256071e-06	1.86982986094357e-05	down
KRIT1	144.362156274429	-1.29025315930442	0.276547208742946	-4.66558011982585	3.07747551771235e-06	1.87030148519164e-05	down
UFM1	1348.68845952785	1.17170088850343	0.251159855157473	4.66515991486296	3.08377122475221e-06	1.8733177228324e-05	up
NOTCH1	3599.41437092908	-1.59814961906863	0.342733813113796	-4.66294703912977	3.11712993542899e-06	1.89194712877052e-05	down
NUDT1	103.173724156228	1.35448704956577	0.290545848357079	4.66187025980531	3.13348712416384e-06	1.90023418914457e-05	up
PMM1	301.933380490449	1.01457977643527	0.217630253600339	4.66194272005246	3.13238381282402e-06	1.90023418914457e-05	up
SPARC	2644.20995151029	1.63240291047091	0.350212156959353	4.66118288024013	3.14397202272034e-06	1.90577036323328e-05	up
C4orf50	26.9567742220208	-3.09110841585928	0.663672622973391	-4.6575801213714	3.19947919957622e-06	1.93607744762991e-05	down
ZNF177	35.9500997146143	-1.44228032179855	0.309683349512809	-4.65727435481284	3.20423312983184e-06	1.9381198410519e-05	down
GNRH1	37.5475651158274	-1.93972893771635	0.416590363012057	-4.65620213509407	3.22095714396156e-06	1.94572387506092e-05	down
GDF11	138.176598514811	-1.19133525910984	0.255876675721055	-4.65589626624892	3.22574327958617e-06	1.94777806190476e-05	down
USB1	621.644821142856	-1.15026449935836	0.247137574893349	-4.65434889799638	3.25006071807965e-06	1.96077697485174e-05	down
TAF4	227.66304935143	-1.54002865488347	0.33093670540373	-4.65354440815109	3.2627729300331e-06	1.96760184802554e-05	down
TAF11	393.637977844101	-1.03776823870438	0.223269637075529	-4.64804911360749	3.3508913944716e-06	2.01814397309714e-05	down
RIC8A	658.221166727411	1.41866871567795	0.30542694783964	4.64487081350399	3.40289324318883e-06	2.04770848970485e-05	up
HEATR9	26.185532823065	-2.63885715525999	0.568347167550346	-4.64303740024575	3.43324172854749e-06	2.06332103369782e-05	down
MSMO1	280.825903982963	1.00257996304719	0.215941013766509	4.64284179072741	3.43649493247346e-06	2.06439355836664e-05	up
ZNF688	260.370594227137	1.08585041182236	0.233893923893193	4.64249089394134	3.44233814521249e-06	2.06702038903255e-05	up
NADSYN1	769.406898081481	1.04043416301666	0.224311908171487	4.63833673164263	3.51224226514597e-06	2.10719545544844e-05	up
LAMP5	57.2178367110716	1.71184898137879	0.369127120717647	4.63755948912847	3.52547158441233e-06	2.11423012210256e-05	up
DUSP23	101.549916532261	1.21152584730746	0.261366286744034	4.63535623664405	3.56323297865921e-06	2.13414426847092e-05	up
INTU	26.8212843622981	2.30682879138682	0.49807316704395	4.63150585902426	3.63015723237813e-06	2.17330154239946e-05	up
PDPK1	1330.6635192483	-1.05594341085233	0.228010358924067	-4.63112033959819	3.63692401088022e-06	2.17642574801802e-05	down
ZNF235	149.029815525251	-1.07910525325446	0.233323402328925	-4.62493364353227	3.74718344071751e-06	2.23764475897052e-05	down
RPL7	5588.32060556944	1.02674235903109	0.222064057837762	4.62363143783139	3.7707961632523e-06	2.24983368704744e-05	up
C19orf38	1086.66804187921	1.25473987238939	0.271548182544889	4.62068963463591	3.8246657067393e-06	2.2755954650745e-05	up
MON1A	186.702197735812	1.14825673798008	0.248505191477194	4.62065492939796	3.82530560145909e-06	2.2755954650745e-05	up
BRWD1	3938.06829713439	1.01958151693826	0.220758999595869	4.61852752913699	3.86472713398454e-06	2.29419211665628e-05	up
COPS4	687.918128257416	1.1116043390344	0.24074708438351	4.61731173974929	3.88743072598067e-06	2.30669538687676e-05	up
POU5F2	59.2629056957022	-1.45450097153582	0.315053734444697	-4.61667586356172	3.89935590748464e-06	2.31279518951525e-05	down
CCDC92	269.551158220186	-1.18556931118346	0.256863549706461	-4.61556072295313	3.92035389734567e-06	2.32230993404923e-05	down
KIF13A	1239.98736113886	-1.44139512962466	0.31244907851913	-4.61321613254946	3.96485634943849e-06	2.34570646902596e-05	down
ZNF441	263.426016911223	1.07713717673489	0.233549618112878	4.61202713769495	3.98760917903207e-06	2.35817510431863e-05	up
HLA-DRB1	9698.75846111583	2.74662606165069	0.595577059373881	4.61170560286215	3.99378359431761e-06	2.35994176335625e-05	up
PIGP	122.909007617883	1.26516000884096	0.274359466400792	4.61132260329147	4.00115027157138e-06	2.36263405271816e-05	up
NR6A1	104.718688517061	-1.88375129076251	0.408656777781846	-4.60961714861883	4.03411167114787e-06	2.38066783212954e-05	down
HSD17B8	92.6797780993186	1.49961421174282	0.325337205578978	4.60941505006804	4.03803484145741e-06	2.38198303677578e-05	up
SPC24	32.7621540061127	1.89150009627266	0.410419843372791	4.60869552682564	4.05203204925067e-06	2.38823540948917e-05	up
TRAPPC3L	24.7845357711988	2.23059141640234	0.484684517803477	4.60215116115338	4.1814953770822e-06	2.46041358374402e-05	up
NECAB3	97.9916091565417	1.128196031504	0.24529624780789	4.59932037928103	4.23871483869853e-06	2.49303826307888e-05	up
STAT3	5607.27440767009	-1.08851285477468	0.236695376724876	-4.5987922106308	4.24947359975326e-06	2.49832080266548e-05	down
TMEM177	77.6334285765419	1.24747212387495	0.271616727673094	4.5927661913973	4.37409035248449e-06	2.56621820053733e-05	up
UBE2B	1402.20638740054	-1.00222071456669	0.218294457132071	-4.59114137726517	4.40828588697526e-06	2.58412321573024e-05	down
FCER1A	1468.8094231225	1.4041916178566	0.30585839718223	4.59098599480328	4.41156942213826e-06	2.58497004447676e-05	up
SERTAD3	823.38740261444	1.02724635120142	0.223944651126575	4.58705464066123	4.49543056053545e-06	2.63081879223342e-05	up
THAP3	237.555363574483	1.08556165883852	0.236857123301483	4.58319194165322	4.57931331301188e-06	2.6765657896469e-05	up
NXF1	192.320405574145	-1.23306910910166	0.269475569021712	-4.5758103919332	4.74380050127825e-06	2.76122582387032e-05	down
TRANK1	7162.2610502861	-1.47718320934673	0.322890109039844	-4.57487909350747	4.76495081330609e-06	2.77238880722863e-05	down
CEP78	990.31079860639	-1.16431964929058	0.254707653817014	-4.57120008701053	4.84938966554992e-06	2.8133665096424e-05	down
RGS9	89.7833270060401	-1.1956242769093	0.261750983383532	-4.56779287494559	4.92886718102449e-06	2.85358673655936e-05	down
RHOBTB3	445.18477226075	1.44170661388884	0.315695587732467	4.56676200083798	4.95315841583465e-06	2.86529003503653e-05	up
ERV3-1	566.04750192154	-1.32568318077705	0.290338674035652	-4.56598896161614	4.97144927964632e-06	2.87468788663053e-05	down
SUV39H2	69.7212701711419	1.04820718720616	0.229711111156948	4.56315405000145	5.03908120173452e-06	2.91140010081308e-05	up
BST2	2526.28526164822	1.20776455168984	0.264682892308999	4.56306239195791	5.04128250669699e-06	2.91147527512899e-05	up
CRISPLD2	1325.26316705554	-1.58888417547582	0.348454386565636	-4.55980534822893	5.12010579080849e-06	2.94972652054897e-05	down
CEP57L1	190.277904620671	1.03147748654872	0.226338674152768	4.55723040001783	5.18325570482505e-06	2.98244066486802e-05	up
CDHR5	14.2654697370374	-2.66719315884896	0.585920843239922	-4.55213906387146	5.31032141148936e-06	3.04806811275238e-05	down
ANGPT1	205.455073218007	1.5286009152379	0.335832020994455	4.55168304294347	5.32184683898766e-06	3.05343677614896e-05	up
HLA-DQA1	1539.72310071803	3.05267573752918	0.672284392508789	4.54075056857619	5.60543163604593e-06	3.20828796856261e-05	up
TMEM161A	156.485469923004	1.12227322538775	0.247207279755915	4.53980654006568	5.63058662756393e-06	3.2200633125983e-05	up
HGH1	242.179573396272	1.09923814724951	0.242294740138267	4.53678089182715	5.71193957920084e-06	3.26128085559814e-05	up
SIRPB1	2228.10092657249	-1.55241300554898	0.34269523939013	-4.53001042066326	5.89807772928145e-06	3.35257899880749e-05	down
SLC6A16	31.0655077003953	-1.92025268297521	0.424436179742408	-4.52424363102275	6.0611873022745e-06	3.43972991150878e-05	down
MNT	745.761247165771	-1.03500232124075	0.228946597631662	-4.52071501366404	6.16311113516661e-06	3.48912014607479e-05	down
MC1R	68.3480010622309	-1.64446545241165	0.363760910605024	-4.52073162472708	6.16262750598345e-06	3.48912014607479e-05	down
TIAM2	110.398943687006	-1.84897059854731	0.409082855901214	-4.51979488232037	6.18995745208766e-06	3.50290788663431e-05	down
ZDHHC12	228.530234299817	1.09734152323839	0.242864795334475	4.51832272243133	6.23314297685096e-06	3.52326165878371e-05	up
CD151	686.494660150814	1.39212043585561	0.308210125290745	4.51679007801049	6.27840904993843e-06	3.54725064368909e-05	up
PPFIA1	116.989976232508	-1.21927289465786	0.270061536117835	-4.5147965614987	6.33775761443682e-06	3.57934346268133e-05	down
PRSS23	397.310402146438	-1.20810861415671	0.267866253427661	-4.51011875776644	6.47913439167944e-06	3.65038846267887e-05	down
DTX3L	3507.92912554508	-1.27198910594929	0.282295327995569	-4.50588082693758	6.60981780927584e-06	3.71508232486967e-05	down
COX16	104.615712880262	1.04469136061384	0.231993454227964	4.50310705571585	6.69671280133074e-06	3.76091457644052e-05	up
MFSD6L	12.0397803839305	-2.76134708966443	0.613315666240003	-4.50232603154125	6.7213767444129e-06	3.77175221142563e-05	down
C10orf105	155.193210547342	-2.67071432005068	0.593649045201909	-4.49881009939522	6.83348638745439e-06	3.82702462742814e-05	down
CCDC88A	1721.93160393487	1.12261621459733	0.249640675466677	4.49692828501894	6.89422288609654e-06	3.85336346361268e-05	up
TNFRSF17	70.0952929805208	2.10998375825803	0.469223332000748	4.49675797079645	6.89974527196569e-06	3.85491730079578e-05	up
DENND1A	416.683422583673	-1.11888080683239	0.248885160211905	-4.49557059119057	6.93836342997251e-06	3.87187672628518e-05	down
MIEF2	235.376882979683	1.12531155793323	0.250420483784923	4.49368813974385	7.00001202022825e-06	3.90472892731542e-05	up
ADGRE2	3346.93774337896	-1.51017078458331	0.336243933128829	-4.4912952645147	7.07913304209254e-06	3.94416857600852e-05	down
GPBAR1	342.53608416235	1.4046111031371	0.312772033479938	4.49084621636158	7.0940759383001e-06	3.94936338473998e-05	up
ZNF260	258.416698054572	1.22364065413945	0.272493122423025	4.49053775471017	7.10435803580704e-06	3.95195729755993e-05	up
C5AR1	5048.38821406692	-1.46519346096373	0.326846534540159	-4.48281779406078	7.36638233671848e-06	4.07995415710211e-05	down
